,level,position,salaries
2428,Middle,Back-end Developer,20.000
2429,Middle,Full Stack Developer,9.000
2430,Senior,Back-end Developer,17.000
2431,Junior,Mobile Application Developer,5.000
2433,Junior,Back-end Developer,5.000
2434,Senior,Full Stack Developer,17.000
2435,Senior,Back-end Developer,23.000
2436,Middle,Mobile Application Developer,12.000
2437,Junior,QA / Test Automation Developer,5.000
2438,Senior,Mobile Application Developer,21.000
2441,Junior,Back-end Developer,7.000
2442,Junior,Back-end Developer,5.000
2443,Senior,Full Stack Developer,15.000
2444,Middle,Full Stack Developer,11.000
2445,Junior,Back-end Developer,9.000
2446,Middle,Mobile Application Developer,20.000
2447,Senior,Front-end Developer,21.000
2448,Junior,Game Developer,6.000
2449,Junior,Front-end Developer,15.000
2450,Junior,Machine Learning,8.000
2451,Junior,Front-end Developer,6.000
2452,Junior,Full Stack Developer,5.000
2453,Middle,QA / Test Automation Developer,19.000
2454,Senior,Full Stack Developer,10.000
2455,Middle,Back-end Developer,16.000
2456,Senior,Data Scientist,20.000
2457,Junior,Back-end Developer,7.000
2458,Middle,Back-end Developer,15.000
2459,Junior,Full Stack Developer,8.000
2461,Senior,Full Stack Developer,9.000
2462,Senior,Team / Tech Lead,17.000
2463,Junior,Embedded Software Developer,8.000
2464,Middle,Back-end Developer,14.000
2465,Middle,Back-end Developer,11.000
2466,Senior,Mobile Application Developer,23.000
2467,Middle,Back-end Developer,10.000
2468,Senior,Full Stack Developer,9.000
2469,Middle,Mobile Application Developer,13.000
2470,Senior,Full Stack Developer,33.000
2471,Senior,Embedded Software Developer,24.000
2472,Middle,Mobile Application Developer,18.000
2473,Middle,Front-end Developer,9.000
2474,Junior,Back-end Developer,9.000
2475,Senior,Full Stack Developer,20.000
2476,Middle,Front-end Developer,10.000
2477,Junior,Front-end Developer,10.000
2478,Junior,Data Scientist,7.000
2479,Junior,Back-end Developer,6.000
2480,Senior,Back-end Developer,16.000
2481,Junior,Front-end Developer,8.000
2482,Middle,Full Stack Developer,8.000
2483,Senior,Team / Tech Lead,33.000
2484,Senior,Team / Tech Lead,36.000
2485,Middle,Front-end Developer,8.000
2486,Middle,Mobile Application Developer,12.000
2487,Senior,Software Development Manager,20.000
2488,Senior,Software Development Manager,15.000
2490,Senior,Team / Tech Lead,17.000
2492,Middle,Back-end Developer,20.000
2493,Senior,Front-end Developer,16.000
2494,Junior,Mobile Application Developer,10.000
2495,Junior,Back-end Developer,6.000
2496,Middle,Back-end Developer,15.000
2497,Senior,CTO,50.000
2498,Junior,Back-end Developer,10.000
2499,Senior,Full Stack Developer,22.000
2500,Junior,Mobile Application Developer,10.000
2501,Middle,Back-end Developer,20.000
2502,Middle,Full Stack Developer,13.000
2503,Middle,Full Stack Developer,7.000
2504,Senior,Front-end Developer,15.000
2505,Middle,Full Stack Developer,13.000
2506,Senior,Software Architect,32.000
2507,Middle,Front-end Developer,13.000
2508,Middle,Full Stack Developer,19.000
2510,Middle,Back-end Developer,10.000
2511,Middle,Front-end Developer,18.000
2512,Junior,QA / Test Automation Developer,5.000
2514,Senior,Front-end Developer,35.000
2515,Junior,Full Stack Developer,7.000
2516,Junior,Front-end Developer,9.000
2517,Senior,Back-end Developer,27.000
2519,Middle,Data Scientist,25.000
2520,Senior,Back-end Developer,20.000
2521,Senior,Mobile Application Developer,25.000
2522,Senior,Full Stack Developer,21.000
2523,Middle,Mobile Application Developer,16.000
2524,Senior,Back-end Developer,25.000
2526,Senior,Full Stack Developer,14.000
2527,Junior,Mobile Application Developer,9.000
2528,Junior,Data Scientist,8.000
2529,Middle,Full Stack Developer,7.000
2531,Middle,Full Stack Developer,15.000
2532,Senior,Full Stack Developer,14.000
2533,Senior,Software Architect,20.000
2534,Middle,Game Developer,9.000
2535,Senior,Team / Tech Lead,19.000
2536,Middle,Front-end Developer,7.000
2537,Senior,Front-end Developer,5.000
2538,Junior,Data Analyst,8.000
2539,Junior,Support Engineer,5.000
2540,Middle,Full Stack Developer,7.000
2541,Senior,Back-end Developer,19.000
2542,Senior,Software Development Manager,22.000
2543,Senior,Data Analyst,25.000
2544,Middle,QA / Test Automation Developer,14.000
2545,Middle,Front-end Developer,7.000
2546,Senior,Game Developer,10.000
2547,Senior,Back-end Developer,18.000
2548,Middle,Front-end Developer,14.000
2550,Middle,Full Stack Developer,18.000
2551,Senior,Team / Tech Lead,22.000
2552,Middle,Full Stack Developer,12.000
2554,Senior,Full Stack Developer,6.000
2555,Junior,Front-end Developer,9.000
2556,Junior,Mobile Application Developer,10.000
2558,Senior,Software Architect,20.000
2559,Junior,Data Scientist,6.000
2560,Senior,Software Development Manager,21.000
2561,Middle,Full Stack Developer,5.000
2562,Junior,Full Stack Developer,5.000
2563,Middle,Front-end Developer,8.000
2564,Junior,Mobile Application Developer,9.000
2565,Middle,Business Analyst,21.000
2566,Middle,Back-end Developer,10.000
2567,Junior,Mobile Application Developer,9.000
2568,Senior,Mobile Application Developer,26.000
2570,Middle,Full Stack Developer,15.000
2571,Junior,Back-end Developer,5.000
2572,Middle,Full Stack Developer,7.000
2573,Middle,Back-end Developer,16.000
2574,Senior,Full Stack Developer,13.000
2576,Senior,Software Development Manager,50.000
2577,Middle,Back-end Developer,12.000
2578,Senior,Team / Tech Lead,31.000
2579,Senior,Full Stack Developer,21.000
2580,Senior,CTO,40.000
2581,Junior,Full Stack Developer,6.000
2582,Middle,Full Stack Developer,8.000
2583,Junior,QA / Test Automation Developer,7.000
2584,Junior,Front-end Developer,6.000
2585,Senior,Back-end Developer,20.000
2586,Senior,Mobile Application Developer,29.000
2587,Senior,Full Stack Developer,24.000
2588,Junior,DevOps Engineer,11.000
2589,Senior,Back-end Developer,18.000
2590,Junior,Mobile Application Developer,12.000
2591,Senior,Mobile Application Developer,29.000
2592,Middle,Data Scientist,16.000
2593,Senior,Full Stack Developer,5.000
2594,Junior,Back-end Developer,8.000
2595,Middle,Data Scientist,15.000
2597,Middle,Full Stack Developer,15.000
2598,Junior,Full Stack Developer,7.000
2599,Senior,Back-end Developer,21.000
2600,Senior,CTO,50.000
2602,Senior,Full Stack Developer,10.000
2603,Senior,Full Stack Developer,11.000
2604,Senior,Team / Tech Lead,31.000
2605,Senior,Team / Tech Lead,25.000
2606,Senior,Full Stack Developer,16.000
2607,Middle,Software Development Manager,25.000
2608,Middle,Back-end Developer,12.000
2609,Senior,Full Stack Developer,25.000
2610,Senior,Mobile Application Developer,14.000
2611,Senior,Full Stack Developer,19.000
2612,Senior,Embedded Software Developer,15.000
2613,Senior,Full Stack Developer,17.000
2614,Senior,Full Stack Developer,23.000
2615,Junior,Back-end Developer,7.000
2616,Senior,Full Stack Developer,16.000
2618,Senior,Team / Tech Lead,37.000
2619,Middle,Back-end Developer,11.000
2620,Middle,Back-end Developer,10.000
2621,Middle,Full Stack Developer,20.000
2622,Senior,Full Stack Developer,14.000
2624,Senior,Full Stack Developer,29.000
2625,Senior,Full Stack Developer,14.000
2626,Middle,Mobile Application Developer,5.000
2627,Senior,Full Stack Developer,16.000
2628,Middle,Embedded Software Developer,12.000
2629,Senior,Team / Tech Lead,25.000
2630,Senior,Back-end Developer,24.000
2631,Senior,Back-end Developer,28.000
2632,Senior,Full Stack Developer,21.000
2633,Junior,Full Stack Developer,8.000
2634,Middle,Back-end Developer,10.000
2635,Middle,Full Stack Developer,12.000
2636,Middle,Full Stack Developer,17.000
2637,Junior,Game Developer,6.000
2638,Middle,Back-end Developer,10.000
2639,Senior,Team / Tech Lead,27.000
2640,Middle,Back-end Developer,15.000
2641,Senior,Back-end Developer,17.000
2642,Senior,Software Architect,20.000
2643,Senior,Team / Tech Lead,14.000
2644,Junior,Software Architect,8.000
2645,Senior,Full Stack Developer,15.000
2646,Senior,Back-end Developer,18.000
2648,Middle,Back-end Developer,10.000
2649,Junior,QA / Test Automation Developer,7.000
2651,Middle,Full Stack Developer,23.000
2652,Junior,Front-end Developer,6.000
2653,Middle,Back-end Developer,10.000
2654,Senior,Front-end Developer,15.000
2655,Senior,Software Development Manager,45.000
2656,Senior,Back-end Developer,17.000
2657,Middle,Front-end Developer,6.000
2658,Senior,Full Stack Developer,17.000
2659,Senior,Back-end Developer,35.000
2660,Senior,Full Stack Developer,18.000
2662,Middle,Front-end Developer,16.000
2663,Middle,Back-end Developer,12.000
2664,Senior,Back-end Developer,21.000
2666,Senior,Back-end Developer,21.000
2667,Middle,Back-end Developer,8.000
2669,Senior,Back-end Developer,20.000
2670,Middle,Front-end Developer,29.000
2671,Senior,Back-end Developer,20.000
2672,Middle,Back-end Developer,9.000
2673,Senior,Back-end Developer,14.000
2674,Junior,Back-end Developer,9.000
2675,Senior,Full Stack Developer,14.000
2676,Senior,Full Stack Developer,17.000
2677,Middle,Full Stack Developer,8.000
2678,Senior,Software Architect,30.000
2679,Junior,Mobile Application Developer,5.000
2680,Senior,Team / Tech Lead,30.000
2681,Senior,Full Stack Developer,19.000
2682,Middle,Software Development Manager,13.000
2683,Junior,IT Specialist,5.000
2684,Senior,Back-end Developer,29.000
2685,Senior,Back-end Developer,17.000
2686,Senior,Full Stack Developer,11.000
2688,Junior,Full Stack Developer,7.000
2689,Senior,Back-end Developer,12.000
2690,Middle,Back-end Developer,9.000
2691,Middle,Full Stack Developer,22.000
2692,Junior,Full Stack Developer,6.000
2693,Middle,Full Stack Developer,8.000
2694,Senior,Full Stack Developer,17.000
2695,Junior,Back-end Developer,5.000
2696,Middle,Back-end Developer,12.000
2697,Middle,Back-end Developer,12.000
2698,Middle,Full Stack Developer,23.000
2699,Senior,Team / Tech Lead,11.000
2700,Middle,Back-end Developer,10.000
2701,Senior,Full Stack Developer,12.000
2702,Senior,Full Stack Developer,19.000
2703,Senior,Back-end Developer,36.000
2704,Junior,RPA Developer,6.000
2705,Senior,Software Architect,16.000
2706,Middle,QA / Test Automation Developer,13.000
2707,Junior,Back-end Developer,5.000
2708,Middle,Blockchain Developer,15.000
2709,Senior,Back-end Developer,33.000
2710,Senior,Full Stack Developer,20.000
2711,Middle,Full Stack Developer,19.000
2712,Senior,Software Development Manager,33.000
2714,Senior,Back-end Developer,17.000
2715,Senior,Full Stack Developer,21.000
2716,Junior,Back-end Developer,11.000
2717,Senior,Back-end Developer,21.000
2718,Middle,Full Stack Developer,13.000
2719,Senior,Back-end Developer,19.000
2720,Junior,Front-end Developer,5.000
2721,Senior,Software Development Manager,17.000
2722,Junior,Full Stack Developer,7.000
2723,Junior,Back-end Developer,8.000
2724,Senior,Full Stack Developer,14.000
2725,Senior,Back-end Developer,34.000
2726,Senior,Full Stack Developer,17.000
2727,Junior,Front-end Developer,5.000
2728,Junior,Full Stack Developer,7.000
2729,Senior,Back-end Developer,17.000
2730,Senior,Software Architect,25.000
2731,Senior,Full Stack Developer,10.000
2732,Senior,Software Architect,27.000
2733,Senior,Full Stack Developer,15.000
2735,Middle,Back-end Developer,14.000
2736,Senior,Back-end Developer,13.000
2737,Middle,Full Stack Developer,11.000
2738,Middle,Embedded Software Developer,17.000
2739,Senior,Back-end Developer,23.000
2740,Senior,Back-end Developer,40.000
2741,Senior,Back-end Developer,27.000
2742,Middle,Embedded Software Developer,16.000
2743,Senior,DevOps Engineer,15.000
2745,Senior,Team / Tech Lead,26.000
2746,Senior,Full Stack Developer,20.000
2747,Junior,Full Stack Developer,7.000
2748,Senior,Team / Tech Lead,30.000
2749,Middle,Front-end Developer,17.000
2751,Junior,Back-end Developer,9.000
2752,Middle,Mobile Application Developer,16.000
2753,Middle,Full Stack Developer,12.000
2754,Middle,Full Stack Developer,17.000
2755,Senior,Game Developer,25.000
2756,Senior,Full Stack Developer,19.000
2757,Middle,Full Stack Developer,9.000
2758,Senior,QA / Test Automation Developer,12.000
2759,Junior,Back-end Developer,13.000
2760,Junior,Full Stack Developer,6.000
2761,Senior,Back-end Developer,16.000
2762,Middle,Front-end Developer,16.000
2763,Junior,Full Stack Developer,16.000
2764,Junior,Back-end Developer,7.000
2765,Middle,Full Stack Developer,8.000
2766,Senior,CTO,24.000
2769,Junior,Full Stack Developer,7.000
2770,Middle,Full Stack Developer,6.000
2771,Middle,Full Stack Developer,13.000
2772,Senior,Back-end Developer,20.000
2773,Middle,Front-end Developer,25.000
2774,Senior,Software Architect,35.000
2775,Middle,Full Stack Developer,24.000
2776,Junior,Embedded Software Developer,11.000
2777,Senior,Full Stack Developer,28.000
2778,Junior,Game Developer,11.000
2779,Senior,Full Stack Developer,12.000
2780,Senior,Back-end Developer,15.000
2781,Junior,Front-end Developer,13.000
2782,Senior,Team / Tech Lead,15.000
2783,Junior,Mobile Application Developer,11.000
2784,Middle,Back-end Developer,14.000
2785,Middle,Back-end Developer,5.000
2786,Senior,Back-end Developer,34.000
2787,Junior,Front-end Developer,12.000
2788,Middle,Full Stack Developer,12.000
2789,Middle,Back-end Developer,12.000
2790,Junior,QA / Test Automation Developer,6.000
2791,Senior,Business Analyst,13.000
2792,Junior,Full Stack Developer,11.000
2793,Senior,Software Architect,32.000
2794,Senior,Data Scientist,31.000
2795,Middle,Full Stack Developer,6.000
2796,Senior,Team / Tech Lead,22.000
2797,Junior,Game Developer,7.000
2798,Senior,Back-end Developer,14.000
2799,Senior,Full Stack Developer,13.000
2800,Senior,Full Stack Developer,23.000
2802,Junior,Full Stack Developer,10.000
2804,Junior,Front-end Developer,7.000
2805,Middle,Back-end Developer,7.000
2806,Middle,Mobile Application Developer,5.000
2807,Senior,Team / Tech Lead,21.000
2809,Middle,Full Stack Developer,10.000
2810,Middle,Mobile Application Developer,13.000
2811,Junior,Full Stack Developer,8.000
2812,Senior,Front-end Developer,15.000
2813,Junior,Front-end Developer,10.000
2814,Senior,Full Stack Developer,17.000
2815,Senior,Back-end Developer,22.000
2816,Senior,Full Stack Developer,20.000
2817,Junior,Mobile Application Developer,8.000
2818,Junior,Back-end Developer,10.000
2819,Middle,Full Stack Developer,14.000
2820,Senior,Mobile Application Developer,22.000
2821,Senior,Back-end Developer,50.000
2824,Middle,Back-end Developer,6.000
2825,Senior,Software Development Manager,19.000
2826,Middle,Front-end Developer,14.000
2827,Senior,Team / Tech Lead,14.000
2828,Junior,Full Stack Developer,6.000
2829,Junior,Mobile Application Developer,11.000
2830,Middle,Back-end Developer,13.000
2831,Senior,Consultant,50.000
2832,Senior,Front-end Developer,19.000
2834,Senior,Game Developer,10.000
2835,Senior,Full Stack Developer,17.000
2836,Junior,Back-end Developer,9.000
2837,Middle,Back-end Developer,8.000
2838,Senior,Full Stack Developer,22.000
2839,Junior,Front-end Developer,6.000
2840,Middle,Full Stack Developer,20.000
2842,Senior,Full Stack Developer,21.000
2843,Senior,Full Stack Developer,16.000
2844,Senior,Team / Tech Lead,45.000
2845,Junior,Front-end Developer,5.000
2846,Junior,Back-end Developer,8.000
2847,Senior,Full Stack Developer,18.000
2848,Middle,IT Specialist,7.000
2849,Senior,Full Stack Developer,8.000
2850,Senior,Software Architect,10.000
2851,Middle,Front-end Developer,8.000
2852,Middle,Software Development Manager,38.000
2853,Senior,Team / Tech Lead,15.000
2854,Senior,Back-end Developer,16.000
2855,Senior,Data Engineer,35.000
2857,Junior,Back-end Developer,6.000
2858,Middle,Back-end Developer,11.000
2859,Junior,Full Stack Developer,5.000
2860,Middle,Front-end Developer,9.000
2861,Senior,Team / Tech Lead,31.000
2862,Senior,Full Stack Developer,12.000
2863,Senior,Full Stack Developer,23.000
2864,Senior,Full Stack Developer,20.000
2865,Senior,Data Scientist,7.000
2866,Senior,Front-end Developer,22.000
2867,Senior,SysAdmin,19.000
2868,Senior,Back-end Developer,18.000
2869,Junior,Full Stack Developer,7.000
2870,Middle,Front-end Developer,14.000
2871,Senior,Full Stack Developer,24.000
2872,Junior,Mobile Application Developer,5.000
2873,Senior,QA / Test Automation Developer,17.000
2874,Senior,Software Development Manager,24.000
2875,Middle,Full Stack Developer,10.000
2876,Middle,Full Stack Developer,13.000
2877,Senior,Front-end Developer,21.000
2878,Junior,QA / Test Automation Developer,7.000
2879,Senior,Full Stack Developer,36.000
2880,Senior,Back-end Developer,18.000
2881,Middle,Full Stack Developer,17.000
2883,Middle,Mobile Application Developer,19.000
2884,Senior,Back-end Developer,7.000
2885,Middle,Front-end Developer,10.000
2886,Junior,Back-end Developer,6.000
2887,Middle,Full Stack Developer,15.000
2888,Junior,Back-end Developer,12.000
2890,Junior,Full Stack Developer,10.000
2891,Middle,Mobile Application Developer,9.000
2892,Senior,Full Stack Developer,22.000
2893,Senior,Back-end Developer,45.000
2894,Senior,Full Stack Developer,17.000
2895,Senior,Back-end Developer,18.000
2896,Senior,Back-end Developer,20.000
2897,Senior,Team / Tech Lead,15.000
2898,Senior,Team / Tech Lead,45.000
2900,Senior,Full Stack Developer,21.000
2901,Senior,Full Stack Developer,21.000
2902,Junior,Back-end Developer,5.000
2903,Senior,Software Development Manager,24.000
2904,Senior,Back-end Developer,25.000
2905,Senior,Full Stack Developer,17.000
2906,Junior,Full Stack Developer,7.000
2907,Junior,Back-end Developer,14.000
2908,Middle,Full Stack Developer,10.000
2909,Senior,Full Stack Developer,12.000
2910,Senior,Back-end Developer,24.000
2912,Middle,Mobile Application Developer,14.000
2914,Junior,Back-end Developer,6.000
2915,Senior,Team / Tech Lead,18.000
2916,Junior,Mobile Application Developer,6.000
2917,Junior,Full Stack Developer,5.000
2918,Senior,Software Architect,28.000
2919,Senior,Full Stack Developer,30.000
2920,Senior,Back-end Developer,28.000
2921,Middle,DevOps Engineer,10.000
2922,Middle,Back-end Developer,12.000
2923,Middle,Mobile Application Developer,14.000
2924,Senior,Software Architect,27.000
2925,Middle,Software Architect,9.000
2926,Senior,Back-end Developer,13.000
2927,Middle,Full Stack Developer,14.000
2928,Senior,Back-end Developer,21.000
2929,Senior,Full Stack Developer,21.000
2930,Junior,Back-end Developer,8.000
2931,Junior,Mobile Application Developer,8.000
2932,Middle,Back-end Developer,20.000
2933,Senior,Front-end Developer,13.000
2934,Senior,CTO,23.000
2935,Junior,Support Engineer,9.000
2936,Middle,Mobile Application Developer,15.000
2937,Junior,Full Stack Developer,8.000
2938,Middle,Back-end Developer,17.000
2940,Junior,Front-end Developer,7.000
2941,Junior,Front-end Developer,5.000
2942,Middle,Front-end Developer,6.000
2943,Middle,Back-end Developer,11.000
2944,Senior,Mobile Application Developer,20.000
2946,Senior,Full Stack Developer,12.000
2947,Middle,Full Stack Developer,16.000
2948,Middle,Mobile Application Developer,19.000
2949,Junior,Mobile Application Developer,8.000
2950,Senior,Embedded Software Developer,29.000
2951,Middle,Back-end Developer,8.000
2952,Senior,Team / Tech Lead,40.000
2953,Junior,Full Stack Developer,7.000
2954,Junior,Full Stack Developer,5.000
2955,Middle,Mobile Application Developer,16.000
2956,Senior,Full Stack Developer,13.000
2957,Middle,Data Scientist,22.000
2958,Junior,Data Scientist,8.000
2959,Senior,Back-end Developer,17.000
2960,Senior,Front-end Developer,14.000
2961,Junior,QA / Test Automation Developer,12.000
2962,Middle,Back-end Developer,8.000
2963,Middle,Mobile Application Developer,11.000
2964,Junior,Back-end Developer,7.000
2965,Senior,Full Stack Developer,25.000
2966,Junior,Software Architect,10.000
2967,Senior,Full Stack Developer,17.000
2968,Middle,Mobile Application Developer,18.000
2969,Middle,Mobile Application Developer,17.000
2970,Junior,Front-end Developer,6.000
2971,Middle,Data Scientist,17.000
2972,Junior,Back-end Developer,6.000
2973,Senior,Software Development Manager,21.000
2974,Middle,Back-end Developer,18.000
2976,Senior,Software Architect,32.000
2977,Senior,Full Stack Developer,20.000
2978,Middle,Front-end Developer,11.000
2979,Senior,Mobile Application Developer,50.000
2980,Senior,Software Development Manager,20.000
2981,Junior,Full Stack Developer,6.000
2982,Senior,Software Architect,27.000
2983,Junior,Front-end Developer,7.000
2984,Senior,Full Stack Developer,14.000
2985,Junior,Full Stack Developer,6.000
2986,Junior,Mobile Application Developer,5.000
2987,Senior,Team / Tech Lead,28.000
2988,Senior,CTO,30.000
2990,Junior,Full Stack Developer,7.000
2991,Senior,Software Development Manager,5.000
2992,Junior,Back-end Developer,9.000
2993,Junior,Full Stack Developer,17.000
2994,Senior,Full Stack Developer,20.000
2995,Junior,Front-end Developer,10.000
2996,Senior,Full Stack Developer,27.000
2997,Middle,Back-end Developer,12.000
2998,Senior,Back-end Developer,22.000
2999,Senior,Full Stack Developer,14.000
3000,Senior,Back-end Developer,19.000
3001,Senior,Back-end Developer,27.000
3002,Middle,Full Stack Developer,16.000
3003,Senior,Full Stack Developer,16.000
3004,Junior,Mobile Application Developer,12.000
3005,Senior,DevOps Engineer,37.000
3007,Senior,Back-end Developer,12.000
3008,Middle,Embedded Software Developer,6.000
3009,Senior,Full Stack Developer,23.000
3010,Junior,Front-end Developer,10.000
3012,Senior,CTO,24.000
3013,Junior,Full Stack Developer,5.000
3014,Junior,Back-end Developer,7.000
3015,Middle,Full Stack Developer,11.000
3016,Middle,Full Stack Developer,10.000
3017,Senior,Software Development Manager,23.000
3018,Senior,Team / Tech Lead,20.000
3019,Senior,Full Stack Developer,25.000
3020,Senior,Full Stack Developer,7.000
3021,Senior,Full Stack Developer,6.000
3022,Junior,Back-end Developer,5.000
3023,Senior,Software Architect,42.000
3024,Middle,Full Stack Developer,18.000
3025,Junior,Full Stack Developer,8.000
3026,Middle,Full Stack Developer,15.000
3027,Junior,Back-end Developer,7.000
3028,Middle,Full Stack Developer,20.000
3029,Middle,Back-end Developer,13.000
3030,Junior,Full Stack Developer,5.000
3031,Junior,Front-end Developer,10.000
3032,Senior,DevOps Engineer,16.000
3033,Senior,Team / Tech Lead,18.000
3034,Senior,Back-end Developer,21.000
3035,Middle,Mobile Application Developer,12.000
3036,Senior,Back-end Developer,17.000
3037,Junior,Back-end Developer,5.000
3038,Junior,Full Stack Developer,8.000
3039,Senior,Team / Tech Lead,23.000
3040,Senior,Software Development Manager,22.000
3041,Junior,Back-end Developer,8.000
3042,Middle,Full Stack Developer,13.000
3043,Senior,Back-end Developer,31.000
3044,Senior,Full Stack Developer,11.000
3045,Middle,Front-end Developer,13.000
3046,Senior,Front-end Developer,45.000
3047,Senior,Full Stack Developer,19.000
3049,Senior,Team / Tech Lead,19.000
3050,Junior,Back-end Developer,9.000
3051,Junior,Full Stack Developer,12.000
3052,Middle,Full Stack Developer,7.000
3053,Middle,Back-end Developer,12.000
3054,Junior,Full Stack Developer,5.000
3055,Senior,Back-end Developer,22.000
3056,Middle,Full Stack Developer,8.000
3057,Middle,Full Stack Developer,12.000
3058,Senior,Team / Tech Lead,50.000
3059,Middle,Full Stack Developer,12.000
3061,Junior,Back-end Developer,6.000
3062,Senior,Software Architect,23.000
3063,Senior,Back-end Developer,20.000
3064,Senior,Embedded Software Developer,15.000
3065,Senior,Back-end Developer,23.000
3066,Middle,Mobile Application Developer,32.000
3068,Senior,Back-end Developer,16.000
3069,Senior,Data Scientist,24.000
3070,Middle,Full Stack Developer,18.000
3071,Senior,Back-end Developer,15.000
3072,Senior,Full Stack Developer,19.000
3073,Junior,Mobile Application Developer,5.000
3074,Middle,Mobile Application Developer,18.000
3075,Middle,Full Stack Developer,7.000
3076,Middle,Full Stack Developer,15.000
3077,Senior,Back-end Developer,23.000
3078,Senior,DevOps Engineer,32.000
3079,Junior,Front-end Developer,11.000
3080,Junior,Front-end Developer,10.000
3081,Senior,Front-end Developer,8.000
3082,Senior,Back-end Developer,19.000
3083,Junior,Full Stack Developer,8.000
3084,Middle,Full Stack Developer,14.000
3085,Senior,Full Stack Developer,8.000
3086,Middle,Back-end Developer,13.000
3087,Senior,Front-end Developer,26.000
3088,Middle,Data Scientist,13.000
3089,Middle,Front-end Developer,8.000
3090,Senior,Back-end Developer,21.000
3091,Middle,Mobile Application Developer,15.000
3092,Junior,Back-end Developer,8.000
3094,Senior,Full Stack Developer,11.000
3095,Senior,CTO,40.000
3096,Middle,Full Stack Developer,11.000
3097,Junior,Full Stack Developer,5.000
3098,Middle,Full Stack Developer,18.000
3099,Middle,Full Stack Developer,5.000
3100,Senior,Front-end Developer,30.000
3102,Middle,DevOps Engineer,11.000
3103,Senior,Full Stack Developer,15.000
3104,Senior,Full Stack Developer,17.000
3105,Middle,Back-end Developer,17.000
3106,Middle,Embedded Software Developer,13.000
3107,Middle,Full Stack Developer,30.000
3109,Middle,Back-end Developer,13.000
3110,Middle,Back-end Developer,9.000
3111,Junior,Front-end Developer,8.000
3112,Senior,Full Stack Developer,15.000
3113,Senior,Full Stack Developer,14.000
3114,Junior,Software Development Manager,50.000
3116,Junior,Back-end Developer,20.000
3117,Senior,Full Stack Developer,15.000
3118,Middle,Full Stack Developer,6.000
3119,Junior,Full Stack Developer,8.000
3120,Senior,Back-end Developer,20.000
3121,Junior,Back-end Developer,9.000
3123,Junior,Mobile Application Developer,9.000
3124,Middle,Full Stack Developer,10.000
3125,Senior,Full Stack Developer,19.000
3126,Junior,Data Scientist,12.000
3127,Junior,Mobile Application Developer,10.000
3128,Junior,IT Specialist,17.000
3129,Senior,Full Stack Developer,14.000
3130,Middle,Software Development Manager,30.000
3131,Middle,Back-end Developer,6.000
3132,Middle,Mobile Application Developer,16.000
3133,Middle,Mobile Application Developer,13.000
3134,Senior,Full Stack Developer,13.000
3135,Junior,Back-end Developer,7.000
3136,Senior,Data Scientist,9.000
3137,Senior,Mobile Application Developer,17.000
3138,Junior,Back-end Developer,10.000
3139,Junior,Back-end Developer,10.000
3140,Middle,Full Stack Developer,11.000
3141,Senior,Front-end Developer,14.000
3142,Senior,Software Development Manager,50.000
3143,Middle,Full Stack Developer,8.000
3144,Junior,Back-end Developer,6.000
3145,Junior,Back-end Developer,6.000
3146,Senior,Back-end Developer,21.000
3147,Junior,Full Stack Developer,9.000
3149,Senior,Software Development Manager,22.000
3150,Middle,Back-end Developer,14.000
3151,Middle,Full Stack Developer,8.000
3152,Senior,Front-end Developer,27.000
3153,Junior,Mobile Application Developer,7.000
3154,Senior,Back-end Developer,22.000
3155,Middle,Mobile Application Developer,9.000
3156,Senior,Software Architect,25.000
3157,Senior,Back-end Developer,29.000
3158,Junior,Full Stack Developer,7.000
3159,Junior,Mobile Application Developer,6.000
3160,Senior,Full Stack Developer,10.000
3161,Middle,DevOps Engineer,9.000
3162,Senior,Back-end Developer,13.000
3163,Middle,Full Stack Developer,9.000
3164,Middle,Front-end Developer,6.000
3166,Junior,Mobile Application Developer,9.000
3167,Senior,Full Stack Developer,21.000
3168,Senior,Full Stack Developer,11.000
3169,Junior,Full Stack Developer,10.000
3171,Senior,Full Stack Developer,30.000
3172,Middle,Full Stack Developer,7.000
3173,Senior,Mobile Application Developer,22.000
3174,Middle,Full Stack Developer,10.000
3175,Senior,Mobile Application Developer,25.000
3176,Senior,Back-end Developer,16.000
3177,Junior,Front-end Developer,9.000
3178,Middle,Back-end Developer,5.000
3179,Junior,Data Scientist,10.000
3180,Middle,QA / Test Automation Developer,14.000
3181,Senior,Mobile Application Developer,15.000
3182,Middle,Back-end Developer,12.000
3183,Senior,Full Stack Developer,9.000
3184,Senior,Embedded Software Developer,50.000
3187,Junior,Full Stack Developer,7.000
3188,Middle,Back-end Developer,9.000
3189,Junior,Back-end Developer,5.000
3190,Senior,Team / Tech Lead,17.000
3191,Middle,Back-end Developer,17.000
3192,Junior,Front-end Developer,10.000
3194,Middle,Front-end Developer,9.000
3195,Junior,Full Stack Developer,9.000
3196,Senior,Back-end Developer,25.000
3197,Senior,Front-end Developer,42.000
3198,Middle,Full Stack Developer,13.000
3199,Junior,Front-end Developer,13.000
3200,Senior,Back-end Developer,30.000
3202,Junior,Full Stack Developer,7.000
3203,Middle,Mobile Application Developer,15.000
3206,Junior,Front-end Developer,8.000
3207,Senior,Team / Tech Lead,27.000
3208,Middle,Mobile Application Developer,23.000
3209,Junior,Back-end Developer,12.000
3210,Middle,Front-end Developer,5.000
